Name,degree centrality,closeness centrality,betweenness centrality
YAL013W,0.00039603960396039607,0.0,0.0
YGL061C,0.0037623762376237627,0.017528152540528776,0.00023628452832497103
YNL330C,0.004158415841584159,0.08428459451111163,0.0002876116806591368
YAL014C,0.00039603960396039607,0.0,0.0
YER133W,0.024554455445544555,0.02207686575109124,0.0017534191461237325
YIL034C,0.0033663366336633667,0.023948753383942603,4.4526548262935376e-06
YAL015C,0.004752475247524753,0.0,0.0
YBR020W,0.019801980198019802,0.0007920792079207921,8.932718742040317e-05
YBR127C,0.02237623762376238,0.003037233300794868,0.00024357383293243607
YCL064C,0.004752475247524753,0.0007072135785007072,1.0339403713567563e-05
YDL029W,0.017623762376237626,0.0071779443137683935,0.0005102575548578244
YDL059C,0.013267326732673269,0.0070637498532461936,0.0003918781603868721
YDR214W,0.0031683168316831685,0.009613611180612646,5.071457743062897e-05
YEL030W,0.0035643564356435645,0.013983692486895748,4.344938337792945e-05
YEL060C,0.0039603960396039604,0.020301299123752208,0.00024188919736230975
YFL037W,0.016633663366336635,0.029310565417775256,0.0010284249212725756
YFL039C,0.024950495049504952,0.031367916483398116,0.0025039671992103424
YGR282C,0.005346534653465347,0.017390145694333677,5.515174966660469e-05
YJL088W,0.011485148514851487,0.05629263584253163,0.0007762455988957397
YJR045C,0.03445544554455446,0.0896869431977292,0.004501124262664856
YJR068W,0.006336633663366337,0.07373514610936312,0.0004460791804091034
YJR077C,0.009504950495049506,0.07101541493482329,0.0006244762801567425
YML085C,0.015643564356435644,0.10643313825309655,0.0008839812232115778
YMR012W,0.006930693069306931,0.1037142563177181,0.000405395659217554
YMR058W,0.007128712871287129,0.09050227786369426,0.0003945455429125416
YMR146C,0.0023762376237623766,0.03660874129244875,4.3675190059244084e-05
YMR214W,0.005742574257425743,0.11317160405030288,0.00012452746698439046
YNL037C,0.0039603960396039604,0.10482853919194736,6.449028460347616e-05
YPR110C,0.025544554455445546,0.1917491976235807,0.0001419827132264281
YAL016W,0.004356435643564357,0.0,0.0
YAL024C,0.0009900990099009901,0.00019801980198019803,4.093243101174017e-05
YDL134C,0.005544554455445545,0.004224422442244224,3.620207742358237e-05
YDL188C,0.009306930693069308,0.00444625905889558,8.318674517338632e-05
YDR482C,0.0009900990099009901,0.00019801980198019803,5.2207430027203615e-06
YFR024C-A,0.01702970297029703,0.015065687213882678,0.0013103488944763565
YFR040W,0.005742574257425743,0.02831949128978832,0.0004259511919790152
YGL190C,0.01306930693069307,0.032657359918817366,0.001216859679315054
YGR161C,0.0015841584158415843,0.025392985043185167,8.101390029375929e-06
YGR281W,0.0009900990099009901,0.0048013740149525155,3.2533966722413134e-05
YHR082C,0.011287128712871288,0.04662332181695922,0.0011920712638944762
YHR135C,0.016633663366336635,0.04901746397982179,0.0016451552819301992
YJL020C,0.018811881188118815,0.061373991408736485,0.003012862844036045
YLR191W,0.019207920792079208,0.10186765555380507,0.0014821313393606106
YMR109W,0.015445544554455447,0.10061778811525095,0.00094095923682544
YMR273C,0.0031683168316831685,0.07345265150441777,4.715612413169893e-05
YNL127W,0.0029702970297029703,0.1052713612676026,0.00011833011303186845
YNR032W,0.0015841584158415843,0.08995074107079398,1.3887130131020945e-05
YOL113W,0.0027722772277227726,0.09553567539495067,2.4783428165303525e-05
YOR014W,0.007326732673267327,0.12120493387410057,0.00029738513015303744
YPL152W,0.0011881188118811883,0.07802939704082769,0.0
YAL017W,0.0023762376237623766,0.0,0.0
YCL027W,0.013267326732673269,0.004281409507410369,0.0006393812372507179
YDR099W,0.01405940594059406,0.01199049504950495,0.0009043317648370705
YDR190C,0.006138613861386139,0.010205954393348742,0.00019433008221113288
YER054C,0.0033663366336633667,0.00925934683020541,0.00010309468025652174
YFR053C,0.018811881188118815,0.033688033751828786,0.0023034659187167925
YGL112C,0.006930693069306931,0.012834820519088947,0.00013800254417455012
YKL035W,0.005940594059405941,0.05794934316961108,7.976496955790788e-05
YLR258W,0.0033663366336633667,0.051762398939808,9.178652743909715e-05
YMR205C,0.013465346534653467,0.13175244905442926,0.0005730825869651106
YOL045W,0.0013861386138613863,0.07279088426083988,0.0
YPR160W,0.0035643564356435645,0.159741512478774,0.0
YAL018C,0.0021782178217821784,0.0,0.0
YBR290W,0.007128712871287129,0.0014257425742574257,1.5177462820265928e-05
YDL017W,0.01603960396039604,0.006259357643081382,0.0006999278660735871
YDR331W,0.011485148514851487,0.0034920932851579,0.0005395445426227363
YHR114W,0.034851485148514855,0.0501253805767986,0.005782340219657658
YLL028W,0.007920792079207921,0.04862588184578994,0.00024328070813430422
YLR034C,0.0021782178217821784,0.03589579370729089,6.213605380704332e-05
YLR264W,0.0017821782178217822,0.04928494851304966,6.817080995087031e-07
YMR001C,0.011683168316831683,0.10938512467726937,0.0008741965900285637
YAL019W,0.0011881188118811883,0.0,0.0
YBL088C,0.0013861386138613863,0.0004455445544554455,1.9422030821167323e-06
YBR084W,0.004158415841584159,0.001188118811881188,0.00021117698887247459
YBR160W,0.04534653465346535,0.003952230274573849,0.001658254186806577
YDL117W,0.008712871287128714,0.0008820882088208821,4.149798472180488e-05
YJL124C,0.008910891089108912,0.027695301935121205,0.000366195623129322
YAL021C,0.007920792079207921,0.0,0.0
YBR072W,0.02237623762376238,0.0015466952100615468,0.0002677968001677849
YCR093W,0.0049504950495049506,0.00019801980198019803,2.0834806821275255e-06
YDL165W,0.0031683168316831685,0.00039603960396039607,9.584089778327373e-06
YDR188W,0.0035643564356435645,0.008894389438943894,8.027584000759208e-05
YDR443C,0.0027722772277227726,0.0018441435980332726,3.1420721682660393e-06
YER068W,0.0017821782178217822,0.000594059405940594,1.5726765984374703e-06
YFL028C,0.00039603960396039607,0.0015540249677141627,0.0
YGL048C,0.010297029702970298,0.024000582411182296,0.0007308925344173278
YGL178W,0.0017821782178217822,0.00571105759224571,2.3900790029330212e-05
YGL195W,0.004752475247524753,0.025940383175697763,0.00010730530734180589
YGR086C,0.0033663366336633667,0.033436161485564365,0.0002194902305677849
YGR092W,0.01108910891089109,0.04362158397985876,0.0005395858977334737
YGR134W,0.0017821782178217822,0.0033933885191797866,8.935492468643635e-06
YGR155W,0.004752475247524753,0.035674424585315674,0.00022082991567581265
YGR184C,0.0025742574257425744,0.024900501478719302,0.00013044550904065788
YJL130C,0.009900990099009901,0.047525952595259525,0.00036771370471483855
YKR036C,0.006534653465346535,0.07413407475001764,4.1755840044645e-05
YLL013C,0.0033663366336633667,0.05103281948254913,0.00021222316753640342
YLR180W,0.018811881188118815,0.0804386143344387,0.0008894452090514306
YLR259C,0.03326732673267327,0.10408989063053173,0.003704943257767434
YNL025C,0.006930693069306931,0.10405761404361295,0.00021781677788710314
YNL071W,0.008118811881188119,0.11120234347400638,0.0002484557660233042
YNL288W,0.0025742574257425744,0.041755099065965494,6.185758558511413e-06
YNR052C,0.004752475247524753,0.08504024644459345,1.9348007700465552e-05
YOR027W,0.0039603960396039604,0.11514536864724682,6.839089425459144e-06
YPL042C,0.006336633663366337,0.13672665067180387,6.912298506659544e-05
YPR072W,0.0025742574257425744,0.11457637991017602,0.0
YAL022C,0.0009900990099009901,0.0,0.0
YBR159W,0.02,0.0014144271570014145,0.00019545610408514802
YDR497C,0.0015841584158415843,0.005945507702134978,5.3747687672711566e-05
YGL132W,0.00039603960396039607,0.00019801980198019803,2.1105948446087303e-07
YJR117W,0.007326732673267327,0.038093723510026795,6.222650719029804e-05
YAL023C,0.00019801980198019803,0.0,0.0
YAR027W,0.007326732673267327,0.00019801980198019803,0.00011765882470600003
YHR030C,0.019009900990099013,0.04599589449561578,0.0015109685943077546
YIR009W,0.005148514851485149,0.037742872031564054,0.00034424088434898564
YAL025C,0.0005940594059405942,0.0,0.0
YJR044C,0.00019801980198019803,0.00019801980198019803,0.0
YOR005C,0.004554455445544555,0.10830760406015412,4.86668847429612e-05
YOR267C,0.007326732673267327,0.13283186318631865,0.0002296463590735857
YAL026C,0.0005940594059405942,0.0,0.0
YAL053W,0.0013861386138613863,0.00019801980198019803,7.899745770012468e-06
YDL192W,0.004554455445544555,0.00508612505086125,0.00021051655520329087
YPL146C,0.0005940594059405942,0.10914567264091848,0.0
YAL027W,0.0017821782178217822,0.0,0.0
YBR196C,0.023762376237623763,0.0035301307908568633,0.0005023668750265886
YCL024W,0.0021782178217821784,0.000528052805280528,1.8637939447966137e-05
YDR174W,0.0029702970297029703,0.003999487327373514,3.881265986557574e-05
YDR381W,0.004356435643564357,0.007503438704320996,0.0004112833108208773
YDR507C,0.0035643564356435645,0.008965368152535779,4.052449629479376e-05
YLR044C,0.012673267326732674,0.07819354809974924,0.0006331305831239477
YML095C,0.004752475247524753,0.07191792081423404,4.4208041794011544e-05
YOL086C,0.004356435643564357,0.09583565682287017,0.0002112284140110133
YPL022W,0.009306930693069308,0.14259384404382053,1.1945777443016021e-05
YAL028W,0.0007920792079207921,0.0,0.0
YBL050W,0.007326732673267327,0.00039603960396039607,1.9938449287956832e-05
YDL239C,0.007128712871287129,0.004504071708946043,0.00024409118479794612
YLR233C,0.0067326732673267334,0.08458501798732927,0.0002737643944008408
YAL029C,0.0031683168316831685,0.0,0.0
YBR081C,0.004356435643564357,0.00019801980198019803,1.8798868051129236e-05
YBR109C,0.016633663366336635,0.0020915841584158417,0.00044019879524456637
YBR130C,0.0033663366336633667,0.001603960396039604,2.3743181444595242e-05
YGL106W,0.0015841584158415843,0.0035887698358876984,1.1290307144491864e-05
YHR023W,0.0021782178217821784,0.03548972801654529,0.00026576027462808343
YKL130C,0.005544554455445545,0.06879689590580679,0.00044950396006757326
YLR249W,0.0019801980198019802,0.03349001092280047,1.554946930101461e-05
YMR139W,0.007326732673267327,0.09754025513486372,0.0004267611952616512
YMR186W,0.010297029702970298,0.11109147473887174,0.0006109635995383897
YMR309C,0.0039603960396039604,0.06788127977949059,4.208246078854489e-05
YOR181W,0.01405940594059406,0.15337133624513052,0.0001749418792782302
YAL030W,0.00039603960396039607,0.0,0.0
YDR468C,0.0025742574257425744,0.0031849818645230854,3.7969013397697396e-05
YGR009C,0.0023762376237623766,0.008941831683168318,4.036224031514737e-05
YAL031C,0.0005940594059405942,0.0,0.0
YAL032C,0.004356435643564357,0.0,0.0
YBR017C,0.018613861386138617,0.0018564356435643563,0.00048811856656789194
YDL209C,0.0011881188118811883,0.00019801980198019803,9.842425385835955e-07
YDR364C,0.0005940594059405942,0.00019801980198019803,0.0
YDR416W,0.0031683168316831685,0.007612969827788466,0.00014955646803415813
YGL120C,0.005544554455445545,0.005755601875977071,9.46078223288434e-05
YGL128C,0.0007920792079207921,0.004490273147917807,2.4616616017482223e-07
YGR278W,0.0017821782178217822,0.024651799759415192,5.332596156878708e-05
YJL203W,0.004158415841584159,0.04592635149546921,0.00014682213763412392
YKL095W,0.007524752475247525,0.07077431762670348,0.0005890524399935208
YKL173W,0.005346534653465347,0.06909344648750589,0.0002447101661583466
YLL036C,0.0027722772277227726,0.05957285619697273,6.303045081965263e-06
YLR117C,0.004554455445544555,0.06510866868892452,5.593885737177761e-05
YLR338W,0.00039603960396039607,0.00039603960396039607,0.0
YLR345W,0.0013861386138613863,0.035258509792585095,4.668842695236942e-05
YLR423C,0.014257425742574258,0.10053870355188387,0.002369241846423576
YML049C,0.0031683168316831685,0.06387758974939145,8.542194086349449e-05
YMR213W,0.004554455445544555,0.08678250429833403,0.00015851719141267992
YMR288W,0.0019801980198019802,0.075899329607554,1.561528642310531e-05
YNL189W,0.042772277227722776,0.1710029383401065,0.0031792064720569477
YOR036W,0.0033663366336633667,0.08870112176037355,1.9038541684475855e-05
YPL151C,0.004356435643564357,0.10970512024464478,4.293454114847681e-06
YPL213W,0.0023762376237623766,0.0829222397435566,1.156864061909289e-06
YAL033W,0.00039603960396039607,0.0,0.0
YBR167C,0.0015841584158415843,0.00039603960396039607,7.645231043562667e-05
YJR115W,0.0013861386138613863,0.04946187192976724,0.0
YAL034C,0.0009900990099009901,0.0,0.0
YBR198C,0.009702970297029703,0.0026187108506769046,0.000251324822576261
YGR274C,0.005940594059405941,0.014097229947713872,9.668398253056054e-05
YOL004W,0.006930693069306931,0.13773953802766958,0.0003233456594586481
YAL034W-A,0.0009900990099009901,0.0,0.0
YDL028C,0.0067326732673267334,0.0042104667609618104,0.00013647110072767914
YGL172W,0.0049504950495049506,0.023741864740219953,0.00014010402303723176
YGR120C,0.0037623762376237627,0.025371896795590893,9.71035962090976e-05
YKL103C,0.008712871287128714,0.059373721155899374,0.0005634336317441633
YAL035W,0.0035643564356435645,0.0,0.0
YDL014W,0.006534653465346535,0.0036580695106547692,0.00010375612692713147
YDR496C,0.0037623762376237627,0.004380024209317483,4.6367550813636156e-05
YER036C,0.0015841584158415843,0.0007128712871287129,2.656688714860098e-05
YER142C,0.004158415841584159,0.0023178618439878666,3.0441608966066733e-05
YGL130W,0.0039603960396039604,0.016865751091238154,9.864428668175529e-05
YGR102C,0.00039603960396039607,0.00019801980198019803,1.0301683763147557e-06
YIL018W,0.0023762376237623766,0.022014001499110824,1.7374968880916255e-05
YIR001C,0.0027722772277227726,0.03524188002024318,1.7148974957021365e-05
YLR175W,0.01108910891089109,0.0841677587912506,0.001209508983494958
YLR241W,0.0031683168316831685,0.03963147679532222,0.00015177777161308923
YLR427W,0.006930693069306931,0.07048432284425876,0.00014363077978199592
YMR106C,0.021782178217821784,0.12853487244459044,0.002107266864932311
YNL030W,0.014851485148514853,0.12625626209459487,0.001261767288173299
YOR119C,0.011881188118811881,0.13389742752386186,0.0006717556787229822
YOR361C,0.0037623762376237627,0.11477296039903596,5.085278546916521e-05
YPR041W,0.004554455445544555,0.12821464546312838,3.836548514898104e-05
YAL036C,0.0035643564356435645,0.0,0.0
YCR038C,0.0009900990099009901,0.00019801980198019803,2.541701259322947e-06
YDL065C,0.005346534653465347,0.003400949851082669,0.00019228267616948984
YDL126C,0.019405940594059406,0.01062810218029677,0.0012739779559555891
YDR152W,0.0005940594059405942,0.00019801980198019803,4.345943537716849e-06
YGR162W,0.008118811881188119,0.019625520340978822,0.00022329588961658576
YGR250C,0.0011881188118811883,0.0033508663366336633,4.444105396562533e-06
YHR027C,0.008316831683168317,0.03897608505886332,0.0002265671240403538
YIL075C,0.006336633663366337,0.054799337585004056,0.000156335492665004
YJL138C,0.008712871287128714,0.050002565023341716,0.00042589793360308786
YKL152C,0.017623762376237626,0.07978007487044797,0.0018057532175899617
YNR022C,0.00039603960396039607,0.00019801980198019803,3.921960823533334e-08
YPL061W,0.009702970297029703,0.16492108298043834,1.535315828636354e-05
YAL038W,0.00039603960396039607,0.0,0.0
YNL307C,0.009306930693069308,0.1185714265080775,0.00040981033608297805
YOR226C,0.00039603960396039607,0.00019801980198019803,3.921960823533334e-08
YAL040C,0.0023762376237623766,0.0,0.0
YJL013C,0.0011881188118811883,0.020711908498002675,3.64139309587121e-06
YJL157C,0.005742574257425743,0.04820976385889551,0.00020371901063813669
YJR132W,0.0031683168316831685,0.039287677075399846,0.00010219494023116469
YLL021W,0.0033663366336633667,0.04825520595883023,0.00015717757779059498
YLR182W,0.0021782178217821784,0.06541126363595813,4.3306460562160493e-05
YPL014W,0.0007920792079207921,0.038576379942827,0.0
YAL041W,0.005742574257425743,0.0,0.0
YBL085W,0.013267326732673269,0.00039603960396039607,8.884373855898773e-05
YBR079C,0.004554455445544555,0.00019801980198019803,8.248424160821863e-06
YBR200W,0.01306930693069307,0.003992631821321667,0.00033621603041008284
YDR379W,0.0005940594059405942,0.0028848208561863377,3.2398480772729964e-07
YER114C,0.00910891089108911,0.018363658355364333,0.000997672671434698
YGL052W,0.00019801980198019803,0.00019801980198019803,0.0
YGL127C,0.01405940594059406,0.024590514986862263,0.0013705579152121965
YGL233W,0.0011881188118811883,0.003327832783278328,2.368115599438732e-06
YGR152C,0.0011881188118811883,0.0034040546911834036,8.74133920883974e-07
YGR221C,0.0005940594059405942,0.002992463425447022,0.0
YGR268C,0.0029702970297029703,0.02071508936607946,0.00015464258768912824
YHL007C,0.006534653465346535,0.0412177192874567,0.0010425287745744552
YIL079C,0.0019801980198019802,0.026955307090684208,3.329516857632944e-05
YJL008C,0.014851485148514853,0.056900383915942605,0.0009593377044804277
YJL187C,0.0067326732673267334,0.04213531107392198,0.00015620882048371495
YKL172W,0.0019801980198019802,0.03995055654633786,3.034396591877661e-06
YLL008W,0.0025742574257425744,0.04115335197641901,1.140452322638671e-05
YLR206W,0.0013861386138613863,0.06767360820284271,0.0
YLR229C,0.005544554455445545,0.0504513196531493,8.455544158891148e-05
YLR357W,0.0011881188118811883,0.028412688663407282,0.0
YMR298W,0.0007920792079207921,0.0874688962080053,0.0
YNL118C,0.007920792079207921,0.09094761526014097,0.00022128213437367964
YNL175C,0.005148514851485149,0.10841725865181416,9.198610882506544e-05
YOR212W,0.011683168316831683,0.1316313957554696,0.00010192722296380744
YPL161C,0.004158415841584159,0.09951879688678758,4.795959580381179e-06
YPR129W,0.00019801980198019803,0.00019801980198019803,0.0
YAL042W,0.0005940594059405942,0.0,0.0
YML067C,0.0027722772277227726,0.04889575432119483,1.2174983808021521e-05
YML130C,0.0013861386138613863,0.06875068939254668,0.0
YAL043C,0.0037623762376237627,0.0,0.0
YDR195W,0.0033663366336633667,0.0017906951985521133,1.1902523453394391e-05
YDR228C,0.004752475247524753,0.002643905769887334,0.00012560821625174213
YDR301W,0.0033663366336633667,0.0027169300781009777,3.701015165929114e-05
YDR311W,0.006336633663366337,0.006616514592635734,0.0002742359026136348
YGR156W,0.0027722772277227726,0.01672810357958873,1.9145959958732273e-05
YJL033W,0.0037623762376237627,0.017038792403830546,2.9080462430194576e-05
YJR093C,0.0035643564356435645,0.017235669512897234,3.6420332991889325e-05
YKL018W,0.0033663366336633667,0.03949705865121841,0.0001821732709567822
YKL059C,0.0031683168316831685,0.03400739719047326,2.6995851321291916e-05
YKR002W,0.0037623762376237627,0.030384160481775876,1.974472054969411e-05
YLR115W,0.0037623762376237627,0.03458201490252118,2.2741947465415882e-05
YLR277C,0.0035643564356435645,0.03455682659387434,5.414594082442819e-05
YMR061W,0.004356435643564357,0.03960552700839704,8.304529537949754e-05
YMR182C,0.00039603960396039607,0.00039603960396039607,0.0
YNL222W,0.0009900990099009901,0.03348821880765601,1.2508999721498059e-06
YNL317W,0.005148514851485149,0.1192444098933608,6.627906582807203e-05
YOR179C,0.0009900990099009901,0.03299839327294025,0.0
YPR107C,0.0027722772277227726,0.0976050397268545,0.0
YAL045C,0.00039603960396039607,0.0,0.0
YDR328C,0.014257425742574258,0.015213211797370214,0.0010115101899628091
YJR063W,0.005346534653465347,0.028171076604453737,0.00013040717428220312
YAL047C,0.0029702970297029703,0.0,0.0
YCL032W,0.007128712871287129,0.000693069306930693,6.829939130796859e-05
YEL061C,0.0013861386138613863,0.0004455445544554455,2.4028268393212082e-05
YGL212W,0.004356435643564357,0.018733686391895002,0.00016137902442407598
YGR218W,0.01306930693069307,0.03273809392112396,0.0018617441990959331
YHR172W,0.0015841584158415843,0.03861226494742497,0.00020977414311056005
YIL061C,0.013267326732673269,0.052673325567850905,0.0016226265675293528
YLR045C,0.0009900990099009901,0.03156455620341353,3.438957500004218e-07
YLR212C,0.0017821782178217822,0.041833219250068714,6.870457473640635e-05
YLR429W,0.0023762376237623766,0.07428289330109986,3.0456711620476133e-05
YMR047C,0.0300990099009901,0.11747376221301656,0.003565760554321142
YNL126W,0.0009900990099009901,0.036699277724302024,0.0
YNL188W,0.0005940594059405942,0.00019801980198019803,9.151241921577778e-08
YPL093W,0.0077227722772277236,0.14514201679235283,0.00019844514620730402
YAL048C,0.00019801980198019803,0.0,0.0
YAL049C,0.00039603960396039607,0.0,0.0
YDL025C,0.004554455445544555,0.00293013916776293,9.800634353240493e-05
YNL094W,0.008514851485148515,0.12272827677315794,0.0002379974805282476
YAL051W,0.00019801980198019803,0.0,0.0
YOR363C,0.00039603960396039607,0.07448842633240131,0.0
YER100W,0.004554455445544555,0.009694292138377183,0.00021360027906974885
YLR083C,0.004158415841584159,0.039446587907967526,0.00016593351571896585
YLR292C,0.004158415841584159,0.07064894083393303,0.00025226922871960614
YML072C,0.00039603960396039607,0.007353372108511299,0.0
YOR153W,0.00019801980198019803,0.000264026402640264,0.0
YAL054C,0.0005940594059405942,0.0,0.0
YHR041C,0.006138613861386139,0.02086954878693976,0.00010413062863253374
YLR049C,0.0005940594059405942,0.00019801980198019803,8.113229623615956e-06
YAL055W,0.0011881188118811883,0.0,0.0
